id,Restaurant Name,Phone,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating
987,Luke’s Lobster,(212) 387-8487,10009,NY,New York,93 E 7th St,0,1,0
988,Koneko,(646) 370-5699,10002,NY,New York,26 Clinton St,0,1,1
989,Hummus Market,(718) 599-5600,11211,NY,Brooklyn,361 Graham Ave,1,1,1
990,Rockwood Music Hall,(212) 477-4155,10002,NY,New York,196 Allen St,0,0,0
991,Cocoron,(212) 925-5220,10002,NY,New York,61 Delancey St,0,0,0
992,El Mate,(718) 222-1102,11231,NY,Brooklyn,550 Court St,1,1,1
993,Cheese Grille,(212) 460-9383,10002,NY,New York,188 Allen St,1,1,1
994,Punjabi Grocery & Deli,(212) 533-3356,10009,NY,New York,114 E 1st St,0,1,0
995,T-Swirl Crepe,(212) 614-0200,10003,NY,New York,247 E 14th St,1,1,0
996,Madison Square Park,(212) 520-7600,10010,NY,New York,Eleven Madison Ave,0,0,0
997,Rubirosa,(212) 965-0500,10012,NY,New York,235 Mulberry St,0,1,0
998,Attaboy,,10002,NY,New York,134 Eldridge St,0,0,0
999,Marc Forgione,(212) 941-9401,10013,NY,New York,134 Reade St,0,0,1
1000,Okonomi,(718) 302-0598,11211,NY,Brooklyn,150 Ainslie St,0,0,0
1001,Murray’s Cheese Bar,(646) 476-8882,10014,NY,New York,264 Bleecker St,0,1,0
1002,Court Street Grocers,(718) 722-7229,11231,NY,Brooklyn,485 Court St,0,1,0
1003,Xixa,(718) 388-8860,11211,NY,Brooklyn,241 S 4th St,0,0,0
1004,Harney & Sons SoHo,(212) 933-4853,10013,NY,New York,433 Broome St,0,1,0
1005,Juicy Spot Cafe,(646) 870-0188,10013,NY,New York,33 Pell Street,0,1,0
1006,DavidsTea,(212) 414-8599,10014,NY,New York,275 Bleecker St,0,1,0
1007,Van Leeuwen Artisan Ice Cream,(917) 475-1448,10014,NY,New York,152 W 10th St,0,1,0
1008,T Shop,(646) 726-4086,10012,NY,New York,247 Elizabeth St,0,0,0
1009,Kottu House,(646) 781-9222,10002,NY,New York,250 Broome St,1,1,0
1010,The Dead Rabbit,(646) 422-7906,10004,NY,New York,30 Water St,0,0,0
1011,Garfunkel’s,(212) 529-6900,10002,NY,New York,67 Clinton St,0,0,0
1012,Madman Espresso,(212) 505-2233,10003,NY,New York,319 E 14th St,0,1,0
1013,L.E.S kitchen,(646) 952-2313,10002,NY,New York,15 Essex St,1,1,1
1014,Chrysler Building,(212) 682-3070,10174,NY,New York,405 Lexington Ave,0,0,0
1015,Featherweight,(646) 257-0946,11206,NY,Brooklyn,135 Graham Ave,0,0,0
1016,Hudson River Park,(212) 627-2020,10001,NY,New York,59th St,0,0,0
1017,Dominique Bistro,(929) 777-5895,10014,NY,New York,14 Christopher St,1,1,0
1018,Riverdel,(718) 928-7702,11238,NY,Brooklyn,820 Washington Ave,0,0,0
1019,Nitecap,(212) 466-3361,10002,NY,New York,151 Rivington St,0,0,0
1020,B Side Pizza & Wine Bar,(646) 679-7225,10019,NY,New York,370 W 51st St,0,1,0
1021,Lam Zhou Handmade Noodle,(212) 566-6933,10002,NY,New York,144 E Broadway,0,1,0
1022,The River Café,(718) 522-5200,11201,NY,Brooklyn,1 Water St,0,0,1
1023,Hook & Ladder 8 – Ghostbusters,,10013,NY,New York,14 N Moore St,0,0,0
1024,Ringolevio,(347) 335-0056,11222,NY,Brooklyn,490 Humboldt St,1,1,0
1025,Scarpetta,(212) 691-0555,10014,NY,New York,355 W 14th St,0,0,1
1026,Nuyorican Poets Cafe,(212) 505-8183,10009,NY,New York,236 E 3rd St,0,0,0
1027,Virginia’s,(212) 658-0182,10009,NY,New York,647 E 11th St,0,1,0
1028,Banh Mi Saigon,(212) 941-1541,10013,NY,New York,198 Grand St,1,1,0
1029,Pepolino Restaurant,(212) 966-9983,10013,NY,New York,281 W Broadway,0,1,1
1030,Peasant Stock,(917) 601-9776,10002,NY,New York,120 Essex St,0,1,0
1031,Pearl Oyster Bar,(212) 691-8211,10014,NY,New York,18 Cornelia St,0,1,0
1032,Tikka Indian Grill,(718) 768-2262,11211,NY,Brooklyn,185 Grand St,1,1,0
1033,Eight Turn Crêpe,(212) 334-3408,10012,NY,New York,55 Spring St,1,1,1
1034,Loi Estiatorio,(212) 713-0015,10019,NY,New York,132 W 58th St,1,1,0
1035,La Colombe Coffee,(212) 343-1515,10013,NY,New York,319 Church St,0,1,0
1036,goa taco,(347) 276-5103,10002,NY,New York,79 Delancey St,1,1,0
1037,Banh Mi Zon,(646) 524-6384,10009,NY,New York,443 E 6th St,1,1,1
1038,Juicy Spot Cafe,(212) 933-0478,10002,NY,New York,109 Ludlow St,0,1,0
1039,Livenrich,(212) 602-1388,10006,NY,New York,99 Washington St,1,1,0
1040,The Little Owl,(212) 741-4695,10014,NY,New York,90 Bedford St,0,0,0
1041,The NoMad Restaurant,(347) 472-5660,10001,NY,New York,1170 Broadway,0,0,0
1042,Mamoun’s Falafel,(646) 870-5785,10003,NY,New York,30 St Marks Pl,0,1,1
1043,Yemen Cafe,(718) 834-9533,11201,NY,Brooklyn,176 Atlantic Ave,0,1,0
1044,Esprezzatura Coffee and Tea,,10005,NY,New York,Hanover Square,0,1,1
1045,Trademark Taste & Grind,(646) 858-2320,10018,NY,New York,38 W 36th St,0,1,0
1046,Brooklyn Roasting Company,(718) 855-1000,11201,NY,Brooklyn,25 Jay St,0,1,0
1047,Brooklyn Kolache Co,(718) 398-1111,11205,NY,Brooklyn,520 DeKalb Ave,1,1,1
1048,Love Mamak,(347) 394-5085,10003,NY,New York,174 2nd Ave,1,1,1
1049,Hi-Collar,(212) 777-7018,10003,NY,New York,214 E 10th St,0,0,0
1050,Ess-a-Bagel,(212) 260-2252,10009,NY,New York,324 1st Ave,0,1,0
1051,Gotan,(212) 431-5200,10013,NY,New York,130 Franklin St,0,1,1
1052,Smalls Jazz Club,(646) 476-4346,10014,NY,New York,183 W 10th St,0,0,0
1053,Everybody Eats,(718) 369-7444,11215,NY,Brooklyn,294 3rd Ave,1,0,0
1054,The Coffee Foundry,(646) 535-5220,10014,NY,New York,186 W 4th St,0,1,0
1055,ABC Kitchen,(212) 475-5829,10003,NY,New York,35 E 18th St,0,0,0
1056,Bosie Tea Parlor,(212) 352-9900,10014,NY,New York,10 Morton St,0,1,0
1057,Piacere,(212) 219-4080,10013,NY,New York,351 Broome St,1,1,1
1058,Zest,(212) 677-3158,10002,NY,New York,249 Broome St,1,1,0
1059,Ippudo NY,(212) 388-0088,10003,NY,New York,65 4th Ave,0,0,0
1060,Korchma Taras Bulba,(212) 510-7510,10013,NY,New York,357 W Broadway,1,1,0
1061,Patacon Pisao,(646) 678-5913,10002,NY,New York,139 Essex St,1,1,0
1062,Sullivan Street Tea & Spice Company,(212) 387-8702,10012,NY,New York,"208 Sullivan St, manhattan",0,1,0
1063,Whispering Gallery,(212) 340-2583,10017,NY,New York,87 E 42nd St,0,0,0
1064,Sons of Thunder,(646) 863-2212,10016,NY,New York,204 E 38th St,0,1,0
1065,The Lobster Place,(877) 383-1237,10011,NY,New York,75 9th Ave,0,1,0
1066,Mighty Quinn’s Barbeque,(212) 677-3733,10003,NY,New York,103 2nd Ave,0,1,1
1067,Palma,(212) 691-2223,10014,NY,New York,28 Cornelia St,0,0,1
1068,Avant Garden,(646) 922-7948,10009,NY,New York,130 E 7th St,0,0,0
1069,Off The Bridge,(212) 775-8599,10002,NY,New York,105 Canal St,0,1,0
1070,Ninth Street Espresso,(212) 228-2930,10011,NY,New York,75 9th Ave,0,1,0
1071,Seven Grams Caffe,(212) 229-2163,10001,NY,New York,275 7th Ave,1,1,0
1072,Brooklyn Bagel & Coffee Company,(212) 924-2824,10001,NY,New York,286 8th Ave,1,1,0
1073,Wallflower,(646) 682-9842,10014,NY,New York,235 W 12th St,0,0,0
1074,Flatiron Room,(212) 725-3860,10010,NY,New York,37 W 26th St,0,0,0
1075,The Clam,(212) 242-7420,10014,NY,New York,420 Hudson St,0,0,1
1076,Bethesda Terrace,,10023,NY,New York,Central Park,0,0,0
1077,Chikarashi,(646) 649-5965,10013,NY,New York,227 Canal St,0,1,0
1078,Sugarcube Dessert & Coffee,(929) 424-5616,11101,NY,Long Island City,10-16 50th Ave,0,1,0
1079,Ling Kee Beef Jerky,(212) 965-1206,10002,NY,New York,42 Canal St,0,1,0
1080,Patrizia’s,(718) 218-9272,11249,NY,Brooklyn,35 Broadway,1,1,1
1081,The Saint Austere,(718) 388-0012,11211,NY,Brooklyn,613 Grand St,0,1,0
1082,The Doughnut Project,(212) 691-5000,10014,NY,New York,10 Morton St,0,1,0
1083,Blossom,(212) 627-1144,10011,NY,New York,187 9th Ave,1,1,0
1084,Reyes Deli & Grocery,(718) 369-3211,11215,NY,Brooklyn,532 4th Ave,1,1,0
1085,Taim Falafel,(212) 219-0600,10012,NY,New York,45 Spring St,1,1,0
1086,Amorino,(212) 253-5599,10003,NY,New York,60 University Pl,0,1,1
1087,Creperie NYC,(212) 253-6705,10012,NY,New York,112 Macdougal St,1,1,0
1088,Zenkichi,(718) 388-8985,11211,NY,Brooklyn,77 N 6th St,0,0,0
1089,Compagnie des Vins Surnaturels,(212) 343-3660,10013,NY,New York,249 Ctr St,0,0,0
1090,Sweet Chick,(646) 657-0233,10002,NY,New York,178 Ludlow St,0,1,0
1091,Red Lantern Bicycles,(347) 889-5338,11205,NY,Brooklyn,345 Myrtle Ave,0,1,0
1092,Paloma Rocket,(917) 262-0869,10002,NY,New York,7 Clinton Street,0,0,0
1093,Alphabet City Beer Company,(646) 422-7103,10009,NY,New York,96 Ave C,0,1,0
1094,Num Pang Sandwich Shop,(646) 791-0439,10003,NY,New York,28 E 12th St,1,1,0
1095,2nd City,(917) 639-3262,10014,NY,New York,525 Hudson St,1,1,0
1096,PN Wood Fired Pizza,(646) 964-4834,10001,NY,New York,2 W 28th St,0,1,0
1097,Buddakan,(212) 989-6699,10011,NY,New York,75 9th Ave,0,0,0
1098,Pepe Rosso Social,(212) 219-0019,10013,NY,New York,173 Mott St,1,1,0
1099,Beyond Sushi - Chelsea Market,(212) 929-2889,10011,NY,New York,75 9th Ave,1,1,0
1100,Sam’s Falafel Stand,,10006,NY,New York,Cedar St and Broadway,0,1,1
1101,The Halal Guys,,10019,NY,New York,W 53rd St 6th Ave,0,1,1
1102,Luzzo’s,(212) 473-7447,10003,NY,New York,211 1st Ave,1,1,0
1103,Blossom Ice Cream,(929) 337-7595,11201,NY,Brooklyn,196 Court St,0,0,1
1104,C&B,(212) 674-2985,10009,NY,New York,178 E 7th St,0,1,0
1105,Aunt Jake’s,(646) 858-0470,10013,NY,New York,151 Mulberry Street,1,1,0
1106,Saigon Vietnamese Sandwich Deli,(212) 219-8341,10013,NY,New York,369 Broome St,0,1,0
1107,The McKittrick Hotel,(212) 904-1880,10001,NY,New York,530 W 27th St,0,0,0
1108,Sweet & Sara,(718) 707-2808,11101,NY, Long Island City,43-31 33rd St,0,0,0
1109,Oiji,(646) 767-9050,10003,NY,New York,119 1st Ave,0,0,0
1110,Craft,(212) 780-0880,10003,NY,New York,43 E 19th St,0,0,0
1111,Sugarburg,(917) 618-3029,11211,NY,Brooklyn,519 Metropolitan Ave,0,1,0
1112,Sottocasa Pizzeria- Boerum Hill,(718) 852-8758,11201,NY,Brooklyn,298 Atlantic Ave,1,1,1
1113,Minetta Tavern,(212) 475-3850,10012,NY,New York,113 Macdougal St,0,0,0
1114,Market Table,(212) 255-2100,10014,NY,New York,54 Carmine St,1,1,0
1115,Tuome,(646) 833-7811,10009,NY,New York,536 E 5th St,0,0,0
1116,The Alcove,(347) 813-4159,11104,NY,New York,"41-11 49th Street,  Sunnyside",0,1,0
1117,Ootoya Chelsea,(212) 255-0018,10011,NY,New York,8 W 18th St,0,0,0
1118,Rafele Ristorante,(212) 242-1999,10014,NY,New York,29 7th Ave S,0,1,1
1119,Nai Tapas Bar,(212) 677-1030,10009,NY,New York,174 1st Ave,0,1,1
1120,Lamarca Cheese Shop,(212) 673-7920,10010,NY,New York,161 E 22nd St,1,1,0
1121,Wafels & Dinges,,, NY,New York,,0,1,0
1122,Gimme! Coffee,(212) 226-4011,10012,NY,New York,228 Mott St,0,1,1
1123,Rice Noodle Cart,,10002,NY,New York,At E Broadway and Rutgers St,0,1,0
1124,Johny’s Luncheonette,(212) 243-6230,10001,NY,New York,124 W 25th St,1,1,0
1125,Golden Steamer,(212) 226-1886,10013,NY,New York,143-A Mott St,0,1,0
1126,Taste of Persia NYC,(917) 592-3467,10011,NY,New York,12 W 18th St,0,1,0
1127,Xi’an Famous Foods,(212) 786-2068,10003,NY,New York,81 St Marks Pl,0,1,0
1128,Wolfnights,(646) 669-8070,10002,NY,New York,99 Rivington St,1,1,1
1129,Bite,(212) 677-3123,10003,NY,New York,211 E 14th St,1,1,0
1130,Third Rail Coffee,,10012,NY,New York,240 Sullivan St,0,1,1
1131,DeStefano’s Steakhouse,(718) 384-2836,11211,NY,Brooklyn,89 Conselyea St,0,1,0
1132,Raoul’s Restaurant,(212) 966-3518,10012,NY,New York,180 Prince St,0,0,0
1133,Mermaid Oyster Bar,(212) 260-0100,10012,NY,New York,79 MacDougal St,0,0,0
1134,Lamazou,(212) 532-2009,10016,NY,New York,370 3rd Ave,1,1,0
1135,The Bolivian LLAMA Party,(347) 395-5481,10019,NY,New York,"1000 S 8th Ave,  Manhattan",0,1,0
1136,Ruby’s Cafe,(212) 925-5755,10012,NY,New York,219 Mulberry St,1,1,0
1137,La Cigogne,(718) 858-5641,11231,NY,Brooklyn,215 Union St,1,1,1
1138,Sushi Yasuda,(212) 972-1001,10017,NY,New York,204 E 43rd St,0,0,0
1139,Del Posto,(212) 497-8090,10011,NY,New York,85 10th Ave,0,0,0
1140,The Royal Palms Shuffleboard Club,(347) 223-4410,11215,NY,Brooklyn,514 Union St,0,0,0
1141,Del Frisco’s Double Eagle Steak House,(212) 575-5129,10020,NY,New York,1221 Avenue Of The Americas,0,0,0
1142,Perk Kafe,(212) 686-7375,10016,NY,New York,162 E 37th St,0,1,0
1143,Teado Tea Shop,(212) 226-7687,10002,NY,New York,145D Hester St,0,1,1
1144,Club A Steakhouse,(212) 688-4190,10022,NY,New York,240 E 58th St,1,1,1
1145,Rebel Coffee,(212) 645-0827,10014,NY,New York,19 8th Avenue,0,1,0
1146,Benemon,(212) 614-3006,10003,NY,New York,108 E 4th St,0,0,0
1147,Pi Bakerie,(212) 226-2701,10013,NY,New York,512 Broome St,0,1,1
1148,O Ya,(212) 204-0200,10016,NY,New York,120 E 28th St,0,0,0
1149,Russ & Daughters Cafe,(212) 475-4881,10002,NY,New York,127 Orchard St,0,0,0
1150,Mace,,10009,NY,New York,649 E 9th St,0,0,0
1151,Yankee Doodle Dandy’s,(973) 202-3130,11121,NY,New York,New York,1,1,0
1152,Lavagna Restaurant,(212) 979-1005,10009,NY,New York,545 E 5th St,1,1,1
1153,Luigi’s Pizzeria,(718) 783-2430,11205,NY,Brooklyn,326 Dekalb Ave,0,1,0
1154,PMF Pardon My French,(212) 358-9683,10009,NY,New York,103 Ave B,0,1,1
1155,Karczma,(718) 349-1744,11222,NY,Brooklyn,136 Greenpoint Ave,0,1,0
1156,Balvanera,(212) 533-3348,10002,NY,New York,152 Stanton St,0,1,0
1157,South,(718) 832-4720,11215,NY,Brooklyn,629 5th Ave,0,0,1
1158,Cafe Habana,(212) 625-2001,10012,NY,New York,17 Prince St,1,1,0
1159,ZZ’s Clam Bar,(212) 254-3000,10012,NY,New York,169 Thompson St,0,0,0
1160,Excuse My French,(212) 780-9600,10002,NY,New York,96 Orchard St,0,0,0
1161,Defontes,(718) 625-8052,11231,NY,Brooklyn,379 Columbia St,0,1,1
1162,Teardrop Park,(212) 267-9700,10005,NY,New York,Warren St,0,0,0
1163,Injera,(212) 206-9330,10014,NY,New York,11 Abingdon Sq,1,1,0
1164,Black Brick,(718) 384-0075,11211,NY,Brooklyn,300 Bedford Ave,0,1,0
1165,Taverna Kyclades,(212) 432-0011,10009,NY,New York,228 1st Ave,0,1,0
1166,Gabriel Kreuther,(212) 257-5826,10036,NY,New York,41 W 42nd St,0,0,0
1167,Nelson A. Rockefeller Park,,10282,NY,New York,River Ter & Warren St,0,0,0
1168,Brooklyn Ice House,(718) 222-1865,11231,NY,Brooklyn,318 Van Brunt St,0,1,1
1169,L’Albero dei Gelati,(718) 788-2288,11215,NY,Brooklyn,341 5th Ave,1,1,1
1170,Blueprint,(718) 622-6644,11217,NY,Brooklyn,196 5th Ave,0,0,1
1171,Polish G.I. Delicatessen,(212) 982-7893,10003,NY,New York,109 First Ave,0,1,0
1172,Little Branch,(212) 929-4360,10014,NY,New York,22 7th Ave S,0,0,0
1173,A&A Bake & Doubles Shop,(718) 230-0753,11216,NY,Brooklyn,481 Nostrand Ave,0,1,1
1174,Cafe Patoro,(917) 262-0031,10038,NY,New York,223 Front St,0,1,0
1175,Soup Spot,(212) 643-8623,10001,NY,New York,220 W 31st St,0,1,0
1176,Sunita Bar,(212) 253-8860,10002,NY,New York,106 Norfolk St,0,0,1
1177,Blind Tiger Ale House,(212) 462-4682,10014,NY,New York,281 Bleecker St,0,0,0
1178,Express Yourself Barista Bar,(347) 391-0389,11206,NY,Brooklyn,82 Central Ave,0,1,1
1179,House of Small Wonder,(718) 388-6160,11211,NY,Brooklyn,77 N 6th St,0,1,0
1180,Jean-Georges,(212) 299-3900,10023,NY,New York,1 Central Park W,0,0,0
1181,Cagen Japan Restaurant,(212) 358-8800,10009,NY,New York,414 E 9th St,0,0,0
1182,Cafe Mogador,(212) 677-2226,10009,NY,New York,101 St Marks Pl,0,1,1
1183,Risotteria Melotti,(646) 755-8939,10003,NY,New York,309 E 5th St,1,1,0
1184,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th St,0,0,0
1185,Pizzetteria Brunetti,(212) 255-5699,10014,NY,New York,626 Hudson St,1,1,1
1186,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th St,0,1,0
1187,Spaghetti Incident,(646) 896-1446,10002,NY,New York,231 Eldridge St,0,1,0
1188,Kesté,(212) 243-1500,10014,NY,New York,271 Bleecker St,1,1,0
1189,Duane Park,(212) 732-5555,10012,NY,New York,308 Bowery,0,0,0
1190,Nerai,(212) 759-5554,10022,NY,New York,55 E 54th St,0,1,0
1191,8th Wonder Juice Bar,(646) 861-3929,10010,NY,New York,370 2nd Ave,1,1,1
1192,51st Bakery and Cafe,(718) 707-0554,11101,NY,New York,"5-33 51st Ave,  Long Island City",0,1,0
1193,Secara Latin Tapas,(917) 475-1892,10009,NY,New York,234 E 4th St,1,1,0
1194,Tony ‘The Dragon’ Dragonas,(917) 299-1550,10065,NY,New York,62ND St And Madison Ave,0,1,0
1195,99 Favor Taste,(646) 682-9122,10002,NY,New York,285 Grand St,0,0,0
1196,Carroll Place,(212) 260-1700,10012,NY,New York,157 Bleecker St,1,1,0
1197,Decoy,(212) 691-9700,10014,NY,New York,529 Hudson St,0,0,0
1198,Katz’s Delicatessen,(212) 254-2246,10002,NY,New York,205 E Houston St,1,1,0
1199,Dutch Freds,(646) 918-6923,10036,NY,New York,307 W 47th St,0,0,0
1200,La Lanterna di Vittorio,(212) 529-5945,10012,NY,New York,129 MacDougal St,0,1,1
1201,Barnyard Cheese,(212) 674-2276,10009,NY,New York,149 Ave C,1,1,1
1202,Uncle Gussy’s,(929) 600-1111,10154,NY,New York,345 Park Ave,0,1,0
1203,Brooklyn Bridge Park Pier 5,,, NY,New York,,0,0,0
1204,Rocket Pig,(212) 645-5660,10001,NY,New York,463 W 24th St,1,1,0
1205,Spreadhouse Cafe,(646) 524-6353,10002,NY,New York,116 Suffolk St,0,1,0
1206,Wassail,(646) 918-6835,10002,NY,New York,162 Orchard St,1,1,0
1207,Copper & Oak,(212) 460-5546,10002,NY,New York,157 Allen St,0,0,0
1208,AWOL Eatery,(347) 457-6752,11211,NY,Brooklyn,336 Graham Ave,1,1,1
1209,Sergimmo Salumeria,(212) 967-4212,10018,NY,New York,456 9th Ave,1,1,0
1210,Desnuda,(212) 254-3515,10009,NY,New York,122 E 7th St,0,0,0
1211,Zundo-Ya,(917) 639-3549,10003,NY,New York,84 E 10th Street,0,0,0
1212,Gruppo,(212) 995-2100,10009,NY,New York,98 Ave B,1,1,0
1213,Creperie,(212) 979-5521,10002,NY,New York,135 Ludlow St,1,1,1
1214,Boba Guys,,10002,NY,New York,23 Clinton St,0,1,1
1215,Porto Rico Importing Co,(212) 533-1982,10003,NY,New York,40 1/2 St Marks Pl,0,1,0
1216,Distilled,(212) 601-9514,10013,NY,New York,211 W Broadway,1,1,1
1217,Natural Blend,(718) 783-1737,11238,NY,Brooklyn,769A Washington Ave,1,1,0
1218,Shake Shack,(212) 889-6600,10010,NY,New York,E 23rd St & Madison Ave,0,1,1
1219,Virgola,,10011,NY,New York,28 Greenwich Ave,0,0,0
1220,Takahachi Bakery,(212) 791-5550,10007,NY,New York,25 Murray St,0,1,0
1221,Raclette,(917) 853-5377,10009,NY,New York,511 E 12th St,0,1,0
1222,The Heath,(212) 564-1662,10001,NY,New York,542 W 27th St,0,0,0
1223,Doughnut Plant,(212) 505-3700,10011,NY,New York,220 W 23rd St,0,1,0
1224,The Summit Bar,(347) 465-7911,10009,NY,New York,133 Avenue C,0,0,1
1225,sweetgreen,(646) 964-5012,10012,NY,New York,100 Kenmare St,0,1,1
1226,Proletariat,(212) 777-6707,10009,NY,New York,102 St Marks Pl,0,0,0
1227,Keens Steakhouse,(212) 947-3636,10018,NY,New York,72 W 36th St,0,1,0
1228,Jadis,(212) 254-1675,10002,NY,New York,42 Rivington St,0,0,0
1229,Il Mulino,(212) 673-3783,10012,NY,New York,86 W 3rd St,1,1,0
1230,The Meatball Shop,(212) 982-8895,10002,NY,New York,84 Stanton St,1,1,1
1231,Saluggi’s,(212) 226-7900,10013,NY,New York,325 Church St,1,1,0
1232,Sushi Daizen,(718) 729-1297,11101,NY,New York,"47-38 Vernon Blvd,  Long Island City",0,0,0
1233,Buvette,(212) 255-3590,10014,NY,New York,42 Grove St,0,0,1
1234,MAMO Restaurant,(646) 964-4641,10013,NY,New York,323 W Broadway,0,1,0
1235,Salinas,(212) 776-1990,10011,NY,New York,136 9th Ave,0,0,1
1236,Peacefood Cafe Downtown,(212) 979-2288,10003,NY,New York,41 E 11th St,1,1,0
1237,Kobrick Coffee,(212) 255-5588,10014,NY,New York,24 9th Ave,0,1,0
1238,Morimoto,(212) 989-8883,10011,NY,New York,88 10th Ave,0,0,0
1239,MarieBelle,(212) 925-6999,10013,NY,New York,484 Broome St,0,1,0
1240,Lionsbeerstore,(212) 475-0595,10003,NY,New York,104 2nd Ave,0,1,1
1241,Sakagura,(212) 953-7253,10017,NY,New York,211 E 43rd St,0,0,0
1242,Beyond Sushi Midtown West,(646) 964-5097,10019,NY,New York,62 W 56th St,1,1,0
1243,Black Mountain Wine House,(718) 522-4340,11231,NY,Brooklyn,415 Union St,0,0,1
1244,Kam Boat Bakery & Cafe,(212) 274-1822,10002,NY,New York,111 Bowery St,0,1,0
1245,Duff’s Brooklyn,(718) 599-2092,11211,NY,Brooklyn,168 Marcy Ave,0,0,0
1246,SakaMai,(646) 590-0684,10002,NY,New York,157 Ludlow St,1,0,0
1247,Little Collins,(212) 308-1969,10022,NY,New York,667 Lexington Ave,1,1,0
1248,Malatesta Trattoria,(212) 741-1207,10014,NY,New York,649 Washington St,0,1,1
1249,Laughing Man Coffee & Tea,(212) 680-1111,10013,NY,New York,184 Duane St,0,1,1
1250,Nam Nam,(718) 302-9200,11206,NY,Brooklyn,109 Montrose Ave,0,1,1
1251,Il Falco,(718) 707-0009,11101,NY,New York,"2150 44th Dr, Long Island City",1,1,1
1252,Asian Spicy Curry Pop-up,(212) 608-7440,10013,NY,New York,46 Mulberry St,0,0,0
1253,Darna Falafel,(347) 799-1673,11201,NY,Brooklyn,200 Court St,1,1,1
1254,Ki Sushi,(718) 935-0575,11201,NY,Brooklyn,122 Smith St,1,1,0
1255,Dil-e Punjab Deli,(212) 647-9428,10011,NY,New York,170 9th Ave,0,1,0
1256,Vintry Wine and Whiskey,(212) 480-9800,10004,NY,New York,57 Stone St,0,0,1
1257,Lulu & Po,(917) 435-3745,11205,NY,Brooklyn,154 Carlton Ave,0,1,1
1258,Piz-zetta,(718) 422-7878,11201,NY,Brooklyn,90 Livingston St,1,1,0
1259,Ellis Island Immigration Museum,(212) 363-3200,10004,NY,New York,Ellis Island,0,0,0
1260,Red Bamboo,(212) 260-1212,10012,NY,New York,140 W 4th St,1,1,0
1261,Battersby,(718) 852-8321,11231,NY,Brooklyn,255 Smith St,0,0,0
1262,Ninth Street Espresso,(212) 358-9225,10009,NY,New York,700 E 9th St,0,1,1
1263,Hartley’s,(347) 799-2877,11238,NY,Brooklyn,14 Putnam Ave,0,0,0
1264,Saigon Shack,(212) 228-0588,10012,NY,New York,114 Macdougal St,0,1,0
1265,Café Orlin,(212) 777-1447,10003,NY,New York,41 St Marks Pl,0,1,1
1266,ChikaLicious Dessert Bar,(212) 995-9511,10003,NY,New York,203 E 10th St,0,0,0
1267,Balthazar Restaurant,(212) 965-1414,10012,NY,New York,80 Spring St,0,1,0
1268,Da Claudio,(347) 947-6451,10038,NY,New York,21 Ann St,1,1,0
1269,Il Posto Accanto,(212) 228-3562,10009,NY,New York,190 E 2nd St,0,0,1
1270,Pouring Ribbons,(917) 656-6788,10009,NY,New York,225 Ave B,0,0,0
1271,Lupa,(212) 982-5089,10012,NY,New York,170 Thompson St,0,0,0
1272,Employees Only,(212) 242-3021,10014,NY,New York,510 Hudson St,0,0,0
1273,Mark,(212) 677-3132,10003,NY,New York,33 St Marks Pl,0,1,1
1274,DADAM,(917) 375-9226,10001,NY,New York,11 West 32nd St,0,1,0
1275,Cull & Pistol Oyster Bar,(646) 568-1223,10011,NY,New York,75 9th Ave,0,0,0
1276,Westville - West,(212) 741-7971,10014,NY,New York,210 W 10th St,1,1,0
1277,St Gambrinus Beer Shoppe,(347) 763-2261,11217,NY,Brooklyn,533 Atlantic Ave,0,0,1
1278,Caprices By Sophie,(347) 689-4532,11211,NY,Brooklyn,138 N 6th St,1,1,1
1279,Gyu-Kaku Japanese BBQ,(212) 475-2989,10003,NY,New York,34 Cooper Sq,0,1,0
1280,Covina,(212) 204-0225,10016,NY,New York,127 E 27th St,0,0,0
1281,Love Sculpture,,10019,NY,New York,1359 Ave of the Americas,0,0,0
1282,Mahal Kita,(718) 599-1516,11211,NY,Brooklyn,184 Havemeyer St,1,1,0
