,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating
36825,36825,2930,1512,Dynamo Donut & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th St,0,1,1,Delfina,(415) 552-4055,94110.0,CA,San Francisco,3621 18th Street,0,1,1
36826,36826,2830,1512,Belmar - La Gallinita Meat Market,(415) 826-4600,94110.0,CA,San Francisco,2989 24th St,0,1,0,Delfina,(415) 552-4055,94110.0,CA,San Francisco,3621 18th Street,0,1,1
36843,36843,3048,1512,La Santaneca,(415) 648-1034,94110.0,CA,San Francisco,3781 Mission St,0,1,0,Delfina,(415) 552-4055,94110.0,CA,San Francisco,3621 18th Street,0,1,1
36846,36846,3068,1512,Salumeria,(415) 471-2998,94110.0,CA,San Francisco,3000 20th St,0,1,1,Delfina,(415) 552-4055,94110.0,CA,San Francisco,3621 18th Street,0,1,1
36888,36888,2221,3385,Pike’s Pit Bar-B-Que,(206) 538-0779,98101.0,WA,Seattle,1505 Pike Place Market,0,1,1,Gordon Biersch Brewery Restaurant,(206) 405-4205,98101.0,WA,Seattle,Pacific Place,0,1,0
37001,37001,2595,1630,La Folie,(415) 776-5577,94109.0,CA,San Francisco,2316 Polk St,0,0,0,La Folie,(415) 776-5577,94109.0,CA,San Francisco,2316 Polk Street,0,0,0
37002,37002,2509,1630,Thai Idea Vegetarian,(415) 440-8344,94109.0,CA,San Francisco,710 Polk St,0,1,0,La Folie,(415) 776-5577,94109.0,CA,San Francisco,2316 Polk Street,0,0,0
37051,37051,2750,1761,Eight AM,(415) 292-4888,94133.0,CA,San Francisco,1323 Columbus Ave,0,1,1,Eight AM,(415) 292-4888,94133.0,CA,San Francisco,1323 Columbus Avenue,0,1,1
37171,37171,2540,2117,Wine Down SF,(415) 829-7005,94107.0,CA,San Francisco,685 Folsom Street,0,0,0,Town's End,(415) 512-0749,94107.0,CA,San Francisco,2 Townsend Street,0,1,0
37299,37299,346,401,The Bristol,(773) 862-5555,60647.0,IL,Chicago,2152 N Damen Ave,0,1,0,Toast,(773) 772-5600 (773) 935-5600,60647.0,IL,Chicago,2046 N Damen Avenue,0,1,1
37314,37314,557,401,Coast Sushi Bar,(773) 235-5775,60647.0,IL,Chicago,2045 N Damen Ave,1,1,0,Toast,(773) 772-5600 (773) 935-5600,60647.0,IL,Chicago,2046 N Damen Avenue,0,1,1
37316,37316,591,401,Toast,(773) 772-5600,60647.0,IL,Chicago,2046 N Damen Ave,0,1,1,Toast,(773) 772-5600 (773) 935-5600,60647.0,IL,Chicago,2046 N Damen Avenue,0,1,1
37344,37344,796,401,O’s Tap,(773) 342-8945,60647.0,IL,Chicago,2044 N Western Ave,0,0,0,Toast,(773) 772-5600 (773) 935-5600,60647.0,IL,Chicago,2046 N Damen Avenue,0,1,1
37758,37758,2821,1770,Art’s Cafe,(415) 665-7440,94122.0,CA,San Francisco,747 Irving St,0,1,0,Marnee Thai,(415) 665-9500,94122.0,CA,San Francisco,2225 Irving Street,0,1,0
37764,37764,3056,1770,San Tung,(415) 242-0828,94122.0,CA,San Francisco,1031 Irving St,0,1,0,Marnee Thai,(415) 665-9500,94122.0,CA,San Francisco,2225 Irving Street,0,1,0
37765,37765,3062,1770,The Yellow Submarine,(415) 681-5652,94122.0,CA,San Francisco,503 Irving St,0,1,0,Marnee Thai,(415) 665-9500,94122.0,CA,San Francisco,2225 Irving Street,0,1,0
37890,37890,1241,1131,Sakagura,(212) 953-7253,10017.0,NY,New York,211 E 43rd St,0,0,0,Bukhara Grill,(212) 888-2839,10017.0,NY,New York,217 E 49th Street,1,1,1
37922,37922,1460,997,Osteria Morini,(212) 965-8777,10012.0,NY,New York,218 Lafayette St,1,1,0,Ed's Lobster Bar,(212) 343-3236,10012.0,NY,New York,222 Lafayette Street,0,1,0
37928,37928,1566,997,Ed’s Lobster Bar,(212) 343-3236,10012.0,NY,New York,222 Lafayette St,0,1,0,Ed's Lobster Bar,(212) 343-3236,10012.0,NY,New York,222 Lafayette Street,0,1,0
37962,37962,999,1060,Marc Forgione,(212) 941-9401,10013.0,NY,New York,134 Reade St,0,0,1,Marc Forgione,(212) 941-9401,10013.0,NY,New York,134 Reade Street,0,0,1
38007,38007,748,676,Alliance Bakery & Cafe,(773) 278-0366,60622.0,IL,Chicago,1736 W Division St,0,1,1,Alliance Bakery & Cafe,(773) 278-0366,60622.0,IL,Chicago,1736 W Division Street,1,1,1
38096,38096,90,254,MK Restaurant,(312) 482-9179,60610.0,IL,Chicago,868 N Franklin St,0,0,0,RA Sushi Bar Restaurant,(312) 274-0011,60610.0,IL,Chicago,1139 N. State Street,1,1,1
38128,38128,571,254,Mama Milano’s Pizza Bar,(312) 787-3710,60610.0,IL,Chicago,1419 N Wells St,1,1,1,RA Sushi Bar Restaurant,(312) 274-0011,60610.0,IL,Chicago,1139 N. State Street,1,1,1
38355,38355,234,145,Native Foods Cafe,(312) 332-6332,60604.0,IL,Chicago,218 S Clark St,0,1,0,Native Foods Café,(312) 332-6332,60604.0,IL,Chicago,218 S Clark Street,0,1,0
38421,38421,942,1408,Aquagrill,(212) 274-0505,10012.0,NY,New York,210 Spring Street,0,1,1,The Kati Roll Company,(212) 420-6497,10012.0,NY,New York,99 MacDougal Street,0,1,0
39217,39217,1139,1442,Del Posto,(212) 497-8090,10011.0,NY,New York,85 10th Ave,0,0,0,Tipsy Parson,(212) 620-4545,10011.0,NY,New York,156 Ninth Avenue,0,1,0
39359,39359,2498,2356,Espetus Brazilian Steak House,(415) 552-8792,94102.0,CA,San Francisco,1686 Market St,0,0,0,Biscuits & Blues,(415) 292-2583,94102.0,CA,San Francisco,401 Mason Street,0,0,0
39463,39463,90,566,MK Restaurant,(312) 482-9179,60610.0,IL,Chicago,868 N Franklin St,0,0,0,3rd Coast Cafe & Wine Bar,(312) 649-0730,60610.0,IL,Chicago,1260 N. Dearborn Street,0,1,0
39488,39488,483,566,The 3rd Coast,(312) 649-0730,60610.0,IL,Chicago,1260 N Dearborn Pkwy,0,1,0,3rd Coast Cafe & Wine Bar,(312) 649-0730,60610.0,IL,Chicago,1260 N. Dearborn Street,0,1,0
39496,39496,571,566,Mama Milano’s Pizza Bar,(312) 787-3710,60610.0,IL,Chicago,1419 N Wells St,1,1,1,3rd Coast Cafe & Wine Bar,(312) 649-0730,60610.0,IL,Chicago,1260 N. Dearborn Street,0,1,0
39515,39515,751,566,Kiki’s Bistro,(312) 335-5454,60610.0,IL,Chicago,900 N Franklin St,0,1,1,3rd Coast Cafe & Wine Bar,(312) 649-0730,60610.0,IL,Chicago,1260 N. Dearborn Street,0,1,0
39625,39625,1835,3411,Tsukushinbo,(206) 467-4004,98104.0,WA,Seattle,515 S Main St,0,1,0,Tsukushinbo,(206) 467-4004,98104.0,WA,Seattle,515 South Main Street,0,1,0
39629,39629,5,408,Alinea,(312) 867-0110,60614.0,IL,Chicago,1723 N Halsted St,0,0,0,Aloha Eats,(773) 935-6828,60614.0,IL,Chicago,2534 N. Clark Street,1,1,0
39632,39632,82,408,Sapori Trattoria,(312) 967-9358,60614.0,IL,Chicago,2701 N Halsted St,0,1,1,Aloha Eats,(773) 935-6828,60614.0,IL,Chicago,2534 N. Clark Street,1,1,0
39650,39650,366,408,Balena,(312) 867-3888,60614.0,IL,Chicago,1633 N Halsted St,1,1,0,Aloha Eats,(773) 935-6828,60614.0,IL,Chicago,2534 N. Clark Street,1,1,0
39655,39655,356,408,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614.0,IL,Chicago,2121 N Clark St,0,1,0,Aloha Eats,(773) 935-6828,60614.0,IL,Chicago,2534 N. Clark Street,1,1,0
39682,39682,648,408,Aloha Eats,(773) 935-6828,60614.0,IL,Chicago,2534 N Clark St,1,1,0,Aloha Eats,(773) 935-6828,60614.0,IL,Chicago,2534 N. Clark Street,1,1,0
39720,39720,643,189,Shokran Moroccan Restaurant,(773) 427-9130,60641.0,IL,Chicago,4027 W Irving Park,0,1,0,Sabatino's Restaurant and Lounge,(773) 283-8331,60641.0,IL,Chicago,4441 W Irving Park Road,0,1,1
39728,39728,31,93,The Wormhole Coffee,(773) 661-2468,60622.0,IL,Chicago,1462 N Milwaukee Ave,0,1,1,The Violet Hour,(773) 252-1500,60622.0,IL,Chicago,1520 N. Damen Avenue,0,0,0
39739,39739,84,93,The Violet Hour,(773) 252-1500,60622.0,IL,Chicago,1520 N Damen Ave,0,0,0,The Violet Hour,(773) 252-1500,60622.0,IL,Chicago,1520 N. Damen Avenue,0,0,0
39766,39766,322,93,The Bongo Room,(773) 489-0690,60622.0,IL,Chicago,1470 N Milwaukee Ave,0,1,0,The Violet Hour,(773) 252-1500,60622.0,IL,Chicago,1520 N. Damen Avenue,0,0,0
39808,39808,640,93,Happy Village,(773) 486-1512,60622.0,IL,Chicago,1059 N Wolcott Ave,0,0,1,The Violet Hour,(773) 252-1500,60622.0,IL,Chicago,1520 N. Damen Avenue,0,0,0
39951,39951,767,492,Shiawase Restaurant,(773) 883-8888,60657.0,IL,Chicago,3422 N Broadway St,1,1,1,The Bagel,(773) 477-0300,60657.0,IL,Chicago,3107 N. Broadway,1,1,0
40153,40153,1701,3325,Metropolitan Grill,(206) 624-3287,98104.0,WA,Seattle,820 2nd Ave,0,1,0,Green Leaf,(206) 340-1388,98104.0,WA,Seattle,418 8th Avenue S,0,1,0
40164,40164,1879,3325,Green Leaf Vietnamese Restaurant,(206) 340-1388,98104.0,WA,Seattle,418 8th Ave S,0,1,0,Green Leaf,(206) 340-1388,98104.0,WA,Seattle,418 8th Avenue S,0,1,0
40167,40167,2368,3325,Cherry Street Coffee House,(206) 442-9372,98104.0,WA,Seattle,808 3rd Ave,0,1,1,Green Leaf,(206) 340-1388,98104.0,WA,Seattle,418 8th Avenue S,0,1,0
40216,40216,954,771,Blue Ribbon Brasserie,(212) 274-0404,10012.0,NY,New York,97 Sullivan St,0,0,0,Blue Ribbon Brasserie,(212) 274-0404,10012.0,NY,New York,97 Sullivan Street,0,1,0
40219,40219,1301,771,Blue Ribbon Sushi,(212) 343-0404,10012.0,NY,New York,119 Sullivan St,0,1,0,Blue Ribbon Brasserie,(212) 274-0404,10012.0,NY,New York,97 Sullivan Street,0,1,0
40229,40229,2412,2069,El Gallo Giro Taco Truck,(415) 846-1802,94110.0,CA,San Francisco,23rd St & Treat Ave,0,1,1,Trick Dog,(415) 471-2999,94110.0,CA,San Francisco,3010 20th Street,0,0,0
40244,40244,2892,2069,Trick Dog,(415) 471-2999,94110.0,CA,San Francisco,3010 20th St,0,0,0,Trick Dog,(415) 471-2999,94110.0,CA,San Francisco,3010 20th Street,0,0,0
40592,40592,1020,1173,B Side Pizza & Wine Bar,(646) 679-7225,10019.0,NY,New York,370 W 51st St,0,1,0,China Grill,(212) 333-7788,10019.0,NY,New York,60 West 53rd Street,0,1,1
40598,40598,90,330,MK Restaurant,(312) 482-9179,60610.0,IL,Chicago,868 N Franklin St,0,0,0,Dick's Last Resort,(312) 836-7870,60610.0,IL,Chicago,315 N Dearborn Street,0,1,1
40621,40621,483,330,The 3rd Coast,(312) 649-0730,60610.0,IL,Chicago,1260 N Dearborn Pkwy,0,1,0,Dick's Last Resort,(312) 836-7870,60610.0,IL,Chicago,315 N Dearborn Street,0,1,1
40654,40654,779,330,Morton’s The Steakhouse,(312) 266-4820,60610.0,IL,Chicago,1050 N. State St.,0,0,0,Dick's Last Resort,(312) 836-7870,60610.0,IL,Chicago,315 N Dearborn Street,0,1,1
41026,41026,1110,1371,Craft,(212) 780-0880,10003.0,NY,New York,43 E 19th St,0,0,0,Laut,(212) 206-8989,10003.0,NY,New York,15 East 17th Street,1,1,0
41050,41050,1361,1371,Bowery Meat Company,(212) 460-5255,10003.0,NY,New York,9 E 1st St,0,0,1,Laut,(212) 206-8989,10003.0,NY,New York,15 East 17th Street,1,1,0
41466,41466,482,594,Greek Islands Restaurant,(312) 782-9855,60661.0,IL,Chicago,200 S Halsted St,0,1,1,Trattoria Isabella,(312) 207-1900,60661.0,IL,Chicago,217 North Jefferson Street,0,1,1
41604,41604,43,26,Joe’s Seafood,(312) 379-5637,60611.0,IL,Chicago,60 E Grand Ave,1,1,0,Joe's Seafood,(312) 379-5637,60611.0,IL,Chicago,60 E Grand Avenue,1,1,0
42122,42122,2661,2351,Sweet Maple,(415) 655-9169,94115.0,CA,San Francisco,2101 Sutter St,0,1,1,Sophie's Crepes,(415) 929-7732,94115.0,CA,San Francisco,Japan Center,0,0,0
42137,42137,2787,2113,Bouche,(415) 956-0396,94108.0,CA,San Francisco,603 Bush St,0,0,0,Bouche,(415) 956-0396,94108.0,CA,San Francisco,603 Bush Street,0,0,0
42157,42157,2907,2269,Cafe Golo,(415) 673-4656,94123.0,CA,San Francisco,1602 Lombard St,0,1,0,Benjarong Thai Cuisine,(415) 441-8999,94123.0,CA,San Francisco,1968 Lombard Street,1,1,0
42225,42225,2996,2087,Metro Caffe,(415) 621-9536,94117.0,CA,San Francisco,247 Fillmore St,1,1,1,Cafe Du Soleil,(415) 934-8637,94117.0,CA,San Francisco,200 Fillmore Street,0,0,1
42236,42236,2286,3298,La Isla Cuisine,(206) 789-0516,98107.0,WA,Seattle,2320 NW Market St,1,1,1,La Isla,(206) 789-0516,98107.0,WA,Seattle,2320 NW Market Street,0,1,1
42283,42283,2022,3298,Veraci Pizza,(206) 525-1813,98107.0,WA,Seattle,500 NW Market St,0,1,0,La Isla,(206) 789-0516,98107.0,WA,Seattle,2320 NW Market Street,0,1,1
42304,42304,356,3240,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614.0,IL,Chicago,2121 N Clark St,0,1,0,R.J. Grunts,(773) 929-5363,60614.0,IL,Chicago,2056 N Lincoln Park West,1,1,0
42317,42317,622,3240,Bricks,(312) 255-0851,60614.0,IL,Chicago,1909 N Lincoln Ave,1,1,0,R.J. Grunts,(773) 929-5363,60614.0,IL,Chicago,2056 N Lincoln Park West,1,1,0
42559,42559,820,1268,Prince Street Pizza,(212) 966-4100,10012.0,NY,New York,27 Prince St,1,1,0,Epistrophy,(212) 966-0904,10012.0,NY,New York,200 Mott Street,1,1,1
42720,42720,1393,1235,Two Little Red Hens,(212) 452-0476,10028.0,NY,New York,1652 2nd Ave,0,1,0,Le Pain Quotidien,(212) 327-4900,10028.0,NY,New York,1131 Madison Avenue,0,0,0
42927,42927,1097,722,Buddakan,(212) 989-6699,10011.0,NY,New York,75 9th Ave,0,0,0,Buddakan,(212) 989-6699,10011.0,NY,New York,75 9th Avenue,0,0,0
42956,42956,1083,722,Blossom,(212) 627-1144,10011.0,NY,New York,187 9th Ave,1,1,0,Buddakan,(212) 989-6699,10011.0,NY,New York,75 9th Avenue,0,0,0
42970,42970,243,433,Beatrix River North,(312) 284-1377,60654.0,IL,Chicago,519 North Clark Street,0,1,1,Bridge House Tavern On The River,(312) 644-0283,60654.0,IL,Chicago,321 N Clark Street,0,1,0
43037,43037,731,433,Bow Truss Coffee Roasters River North,(312) 222-1306,60654.0,IL,Chicago,406 N Wells St,0,1,0,Bridge House Tavern On The River,(312) 644-0283,60654.0,IL,Chicago,321 N Clark Street,0,1,0
43041,43041,276,433,Mastro’s Steakhouse,(312) 521-5100,60654.0,IL,Chicago,520 N Dearborn St,0,1,0,Bridge House Tavern On The River,(312) 644-0283,60654.0,IL,Chicago,321 N Clark Street,0,1,0
43072,43072,1248,1495,Malatesta Trattoria,(212) 741-1207,10014.0,NY,New York,649 Washington St,0,1,1,Sevilla,(212) 243-9513,10014.0,NY,New York,62 Charles Street,0,1,0
43101,43101,1350,952,Ai Fiori,(212) 613-8660,10018.0,NY,New York,400 5th Ave,0,0,0,Ai Fiori,(212) 613-8660,10018.0,NY,New York,400 2nd Floor 5th Avenue,0,0,0
43603,43603,704,388,Rossi’s Liquors,(312) 644-5775,60654.0,IL,Chicago,412 N State St,0,0,0,Lyfe Kitchen,(312) 836-5933,60654.0,IL,Chicago,419 North Clark Street,0,1,1
43652,43652,342,388,LYFE Kitchen,(312) 836-5933,60654.0,IL,Chicago,413 North Clark St,0,1,1,Lyfe Kitchen,(312) 836-5933,60654.0,IL,Chicago,419 North Clark Street,0,1,1
43677,43677,313,325,The Publican,(312) 733-9555,60607.0,IL,Chicago,837 W Fulton Market,0,0,1,Kaiser Tiger,(312) 243-3100,60607.0,IL,Chicago,1415 W. Randolph Street,0,1,1
43682,43682,708,325,Grange Hall Burger Bar,(312) 491-0844,60607.0,IL,Chicago,844 W Randolph St,1,1,1,Kaiser Tiger,(312) 243-3100,60607.0,IL,Chicago,1415 W. Randolph Street,0,1,1
43744,43744,1763,3352,Maneki,(206) 622-2631,98104.0,WA,Seattle,304 6th Ave S,0,1,0,Maneki Restaurant,(206) 622-2631,98104.0,WA,Seattle,304 6th Avenue South,0,1,0
44017,44017,139,500,Stan’s Donuts & Coffee,(773) 360-7386,60622.0,IL,Chicago,1560 N Damen Ave,0,1,0,Hoosier Mama Pie Company,(312) 243-4846,60622.0,IL,Chicago,1618 1/2 Chicago Avenue,0,1,1
44062,44062,476,641,New Rebozo Chicago,(312) 202-9141,60611.0,IL,Chicago,46 E Superior St,1,1,1,New Rebozo Chicago,(312) 202-4191,60611.0,IL,Chicago,46 E Superior Street,0,1,1
44119,44119,2379,3364,Anchored Ship Coffee Bar,(206) 484-5143,98107.0,WA,Seattle,5306 Ballard Ave NW,0,1,1,Ballard Brothers Seafood and Burgers,(206) 784-4440,98107.0,WA,Seattle,5305 15th Avenue NW,0,1,0
44251,44251,2358,3364,Pie Bar Ballard,(206) 535-8489,98107.0,WA,Seattle,2218 NW Market St,0,1,0,Ballard Brothers Seafood and Burgers,(206) 784-4440,98107.0,WA,Seattle,5305 15th Avenue NW,0,1,0
44371,44371,1127,1137,Xi’an Famous Foods,(212) 786-2068,10003.0,NY,New York,81 St Marks Pl,0,1,0,Mamoun's Falafel,(212) 387-7747,10003.0,NY,New York,22 Saint Marks Place,0,1,1
44386,44386,1513,1137,Taqueria St. Marks Place,(646) 964-5614,10003.0,NY,New York,79 St Marks Pl,1,1,0,Mamoun's Falafel,(212) 387-7747,10003.0,NY,New York,22 Saint Marks Place,0,1,1
44529,44529,2659,1506,Taqueria Cancún,(415) 252-9560,94110.0,CA,San Francisco,2288 Mission St,0,1,0,Foreign Cinema,(415) 648-7600,94110.0,CA,San Francisco,2534 Mission District Street,0,1,1
44531,44531,2684,1506,Foreign Cinema,(415) 648-7600,94110.0,CA,San Francisco,2534 Mission St,0,0,1,Foreign Cinema,(415) 648-7600,94110.0,CA,San Francisco,2534 Mission District Street,0,1,1
44572,44572,2439,2077,Liholiho Yacht Club,(415) 440-5446,94109.0,CA,San Francisco,871 Sutter St,0,0,0,Liholiho Yacht Club,(415) 440-5446,94109.0,CA,San Francisco,871 Sutter Street,0,0,0
44659,44659,808,1374,Ruffian Wine Bar & Chef’s Table,(212) 777-0855,10009.0,NY,New York,125 E 7th St,0,0,0,Quintessence,(646) 654-1823,10009.0,NY,New York,263 E 10th Street,1,1,0
44734,44734,1539,1374,Ninth Street Espresso,(212) 777-3508,10009.0,NY,New York,341 E 10th St,0,1,0,Quintessence,(646) 654-1823,10009.0,NY,New York,263 E 10th Street,1,1,0
44735,44735,1541,1374,Cafe Himalaya,(212) 358-0160,10009.0,NY,New York,78 E 1st St,1,1,0,Quintessence,(646) 654-1823,10009.0,NY,New York,263 E 10th Street,1,1,0
44774,44774,3001,1998,Stella Pastry & Cafe,(415) 986-2914,94133.0,CA,San Francisco,446 Columbus Ave,0,1,0,Joanie's Happy Days Diner,(415) 928-4343,94133.0,CA,San Francisco,1329 Columbus Avenue,0,1,0
44779,44779,2974,1998,Curry Leaf,(415) 440-4293,94133.0,CA,San Francisco,943 Columbus Ave,0,1,1,Joanie's Happy Days Diner,(415) 928-4343,94133.0,CA,San Francisco,1329 Columbus Avenue,0,1,0
44807,44807,2601,1998,Molinari Delicatessen,(415) 421-2337,94133.0,CA,San Francisco,373 Columbus Ave,0,1,1,Joanie's Happy Days Diner,(415) 928-4343,94133.0,CA,San Francisco,1329 Columbus Avenue,0,1,0
45578,45578,2446,1888,Little Star Pizza,(415) 441-1118,94117.0,CA,San Francisco,846 Divisadero St,0,1,0,The Little Chihuahua,(415) 255-8225,94117.0,CA,San Francisco,292 Divisadero Street,0,1,0
45588,45588,2739,1888,The Little Chihuahua,(415) 255-8225,94117.0,CA,San Francisco,292 Divisadero St,0,1,0,The Little Chihuahua,(415) 255-8225,94117.0,CA,San Francisco,292 Divisadero Street,0,1,0
45592,45592,2798,1888,Bean Bag Cafe,(415) 563-3634,94117.0,CA,San Francisco,601 Divisadero St,0,1,1,The Little Chihuahua,(415) 255-8225,94117.0,CA,San Francisco,292 Divisadero Street,0,1,0
45596,45596,2945,1888,The Lodge on Haight,(415) 872-9502,94117.0,CA,San Francisco,400 Haight Street,0,1,0,The Little Chihuahua,(415) 255-8225,94117.0,CA,San Francisco,292 Divisadero Street,0,1,0
45601,45601,3063,1888,The Mill,(415) 345-1953,94117.0,CA,San Francisco,736 Divisadero St,0,1,1,The Little Chihuahua,(415) 255-8225,94117.0,CA,San Francisco,292 Divisadero Street,0,1,0
45676,45676,2359,3398,Circa,(206) 923-1102,98116.0,WA,Seattle,2605 California Ave SW,0,1,0,Circa,(206) 923-1102,98116.0,WA,Seattle,2605 California Avenue SW,0,1,0
45778,45778,1366,1048,Il Tinello Ristorante Italiano,(212) 245-4388,10019.0,NY,New York,16 W 56th St,0,0,0,Estiatorio Milos,(212) 245-7400,10019.0,NY,New York,125 W 55th Street,0,0,0
45840,45840,43,195,Joe’s Seafood,(312) 379-5637,60611.0,IL,Chicago,60 E Grand Ave,1,1,0,Ghirardelli Chocolate Shop,(312) 337-9330,60611.0,IL,Chicago,830 N Michigan Avenue,0,1,1
45923,45923,535,195,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611.0,IL,Chicago,405 N Wabash Ave,1,1,1,Ghirardelli Chocolate Shop,(312) 337-9330,60611.0,IL,Chicago,830 N Michigan Avenue,0,1,1
45955,45955,2272,3275,Steelhead Diner,(206) 625-0129,98101.0,WA,Seattle,95 Pine St,0,1,0,Steelhead Diner,(206) 625-0129,98101.0,WA,Seattle,95 Pine Street,0,1,1
46199,46199,1040,794,The Little Owl,(212) 741-4695,10014.0,NY,New York,90 Bedford St,0,0,0,The Standard Grill,(212) 645-4100,10014.0,NY,New York,The Standard High Line,0,0,1
46207,46207,1517,794,The Grey Dog,(212) 966-1060,10014.0,NY,New York,49 Carmine St,1,1,0,The Standard Grill,(212) 645-4100,10014.0,NY,New York,The Standard High Line,0,0,1
46287,46287,212,2,The Purple Pig,(312) 464-1744,60611.0,IL,Chicago,500 N Michigan Ave,0,0,1,Signature Room at the 95th,(312) 787-9596,60611.0,IL,Chicago,875 N Michigan Avenue,0,0,0
46312,46312,551,2,Marketplace Cafe,(312) 464-1515,60611.0,IL,Chicago,55 E Grand Ave,0,1,0,Signature Room at the 95th,(312) 787-9596,60611.0,IL,Chicago,875 N Michigan Avenue,0,0,0
46490,46490,509,310,Ruth’s Chris Steak House,(312) 321-2725,60654.0,IL,Chicago,431 N Dearborn St,0,1,0,Ruth's Chris Steak House,(312) 321-2725,60654.0,IL,Chicago,431 N Dearborn Street,0,1,0
46496,46496,758,310,Tortoise Supper Club,(312) 755-1700,60654.0,IL,Chicago,350 N State St,0,1,1,Ruth's Chris Steak House,(312) 321-2725,60654.0,IL,Chicago,431 N Dearborn Street,0,1,0
46503,46503,276,310,Mastro’s Steakhouse,(312) 521-5100,60654.0,IL,Chicago,520 N Dearborn St,0,1,0,Ruth's Chris Steak House,(312) 321-2725,60654.0,IL,Chicago,431 N Dearborn Street,0,1,0
46727,46727,3035,1898,Mama’s On Washington Square,(415) 362-6421,94133.0,CA,San Francisco,1701 Stockton St,0,0,0,Don Pisto's,(415) 395-0939,94133.0,CA,San Francisco,510 Union Street,0,1,0
46753,46753,2460,2002,Tartine Bakery & Cafe,(415) 487-2600,94110.0,CA,San Francisco,600 Guerrero St,0,1,1,Wise Sons,(415) 787-3354,94110.0,CA,San Francisco,3150 24th Street,0,1,0
46787,46787,2779,2002,Universal Cafe,(415) 821-4608,94110.0,CA,San Francisco,2814 19th St,0,1,1,Wise Sons,(415) 787-3354,94110.0,CA,San Francisco,3150 24th Street,0,1,0
46789,46789,2832,2002,Mission Pie,(415) 282-1500,94110.0,CA,San Francisco,2901 Mission St,0,1,0,Wise Sons,(415) 787-3354,94110.0,CA,San Francisco,3150 24th Street,0,1,0
46801,46801,2930,2002,Dynamo Donut & Coffee,(415) 920-1978,94110.0,CA,San Francisco,2760 24th St,0,1,1,Wise Sons,(415) 787-3354,94110.0,CA,San Francisco,3150 24th Street,0,1,0
46820,46820,3047,2002,Atlas Cafe,(415) 648-1047,94110.0,CA,San Francisco,3049 20th St,0,1,1,Wise Sons,(415) 787-3354,94110.0,CA,San Francisco,3150 24th Street,0,1,0
46823,46823,3065,2002,Sun Rise Restaurant,(415) 206-1219,94110.0,CA,San Francisco,3126 24th St,0,1,0,Wise Sons,(415) 787-3354,94110.0,CA,San Francisco,3150 24th Street,0,1,0
46824,46824,3068,2002,Salumeria,(415) 471-2998,94110.0,CA,San Francisco,3000 20th St,0,1,1,Wise Sons,(415) 787-3354,94110.0,CA,San Francisco,3150 24th Street,0,1,0
47357,47357,2677,1750,Woodhouse Fish Company,(415) 437-2722,94114.0,CA,San Francisco,2073 Market St,0,1,0,Woodhouse Fish Company,(415) 437-2722,94114.0,CA,San Francisco,2073 Market Street,0,1,0
47437,47437,2450,1767,Saigon Sandwich,(415) 474-5698,94102.0,CA,San Francisco,560 Larkin St,0,1,0,Saigon Sandwich,(415) 474-5698,94102.0,CA,San Francisco,560 Larkin Street,0,1,0
48014,48014,1271,1102,Lupa,(212) 982-5089,10012.0,NY,New York,170 Thompson St,0,0,0,Cuba,(212) 420-7878,10012.0,NY,New York,222 Thompson Street,1,1,0
48058,48058,2803,1786,Rich Table,(415) 355-9085,94102.0,CA,San Francisco,199 Gough St,0,0,0,Rich Table,(415) 355-9085,94102.0,CA,San Francisco,199 Gough Street,0,0,0
48154,48154,471,436,Dimo’s Pizza,(773) 525-4580,60657.0,IL,Chicago,3463 N Clark St,1,1,0,Dimo's Pizza,(773) 525-4580,60657.0,IL,Chicago,3463 N. Clark Street,1,1,0
48156,48156,495,436,Duke Of Perth,(773) 477-1741,60657.0,IL,Chicago,2913 N Clark St,0,1,1,Dimo's Pizza,(773) 525-4580,60657.0,IL,Chicago,3463 N. Clark Street,1,1,0
