id,Name,Phone,Zipcode,State,City,Address,Delivery,Takeout,Outdoor_seating
1087,Alice's Tea Cup Chapter II,(212) 486-9200,10021,NY,New York,156 E 64th Street,0,1,0
1088,Gyu-Kaku,(212) 702-8816,10022,NY,New York,805 3rd Avenue,0,1,0
1089,Tacombi at Fonda Nolita,(917) 727-0179,10012,NY,New York,267 Elizabeth Street,1,1,1
1090,Lucali,(718) 858-4086,11231,NY,Brooklyn,575 Henry Street,0,1,0
1091,Osteria Al Doge,(212) 944-3643,10036,NY,New York,142 W 44th Street,1,1,0
1092,Delmonico's,(212) 509-1144,10004,NY,New York,56 Beaver Street,0,0,0
1093,Dallas BBQ,(212) 221-9000,10036,NY,New York,241 W 42nd Street,1,1,1
1094,Pierre Loti,(212) 755-5684,10022,NY,New York,300 E 52nd Street,1,1,1
1095,Mile End Delicatessen,(718) 852-7510,11217,NY,Brooklyn,97A Hoyt Street,1,1,0
1096,Blue Ribbon,(718) 840-0404,11215,NY,Brooklyn,280 5th Avenue,0,1,0
1097,Tree Bistro,(212) 358-7171,10009,NY,New York,190 1st Avenue,1,1,1
1098,Yuca Bar & Restaurant,(212) 982-9533,10009,NY,New York,111 Avenue A,0,1,1
1099,Ivan Ramen,(646) 678-3859,10002,NY,New York,25 Clinton Street,1,1,1
1100,Mary's Fish Camp,(646) 486-2185,10014,NY,New York,64 Charles Street,0,1,0
1101,Tom's Restaurant,(212) 864-6137,10025,NY,New York,2880 Broadway,0,1,1
1102,Cuba,(212) 420-7878,10012,NY,New York,222 Thompson Street,1,1,0
1103,Nino's Tuscany Steakhouse,(212) 757-8630,10019,NY,New York,117 W 58th Street,0,1,0
1104,Natsumi Bar And Lounge,(212) 258-2988,10019,NY,New York,226 W 50th Street,0,1,0
1105,Dylan's Candy Bar,(646) 735-0078,10021,NY,New York,1011 3rd Avenue,1,1,0
1106,The Cupping Room Cafe,(212) 925-2898,10013,NY,New York,359 West Broadway,0,1,0
1107,Rosemary's,(212) 647-1818,10011,NY,New York,18 Greenwich Avenue,1,1,1
1108,21 Club,(212) 582-7200,10019,NY,New York,21 West 52nd Street,1,1,0
1109,Bull and Bear Prime Steakhouse,(212) 872-1275,10022,NY,New York,540 Lexington Avenue,0,1,0
1110,Michael Jordan's The Steakhouse N.Y.C.,(212) 655-2300,10017,NY,New York,23 Vanderbilt Avenue,0,1,0
1111,Frank,(212) 420-0106,10003,NY,New York,88 2nd Avenue,1,1,1
1112,Tartine,(212) 229-2611,10014,NY,New York,253 West 11th Street,1,1,1
1113,Luzzo's,(212) 473-7447,10003,NY,New York,211-13 1st Avenue,1,1,0
1114,The Smith,(212) 496-5700,10023,NY,New York,1900 Broadway,0,1,1
1115,Byblos Restaurant,(212) 687-0808,10016,NY,New York,80 Madison Avenue,1,1,0
1116,Estela,(212) 219-7693,10012,NY,New York,47 E Houston Street,0,0,0
1117,Hearth,(646) 602-1300,10009,NY,New York,403 East 12th Street,0,0,0
1118,Serafina Fabulous Pizza,(212) 734-2676,10075,NY,New York,1022 Madison Avenue,1,1,1
1119,Spitzer's Corner,(212) 228-0027,10002,NY,New York,101 Rivington Street,0,0,1
1120,Joe Allen,(212) 581-6464,10036,NY,New York,326 West 46th Street,0,0,0
1121,Southern Hospitality,(212) 265-1000,10036,NY,New York,645 9th Avenue,0,1,1
1122,The Waverly Inn and Garden,(917) 828-1154,10014,NY,New York,16 Bank Street,0,1,1
1123,Ted's Montana Grill,(212) 245-5220,10020,NY,New York,110 W 51st Street,0,1,0
1124,Franny's,(718) 230-0221,11217,NY,Brooklyn,348 Flatbush Avenue,0,1,1
1125,Marta,(212) 651-3800,10016,NY,New York,29 E 29th Street,1,1,0
1126,Russian Tea Room,(212) 581-7100,10019,NY,New York,150 W 57th Street,0,0,0
1127,Ruth's Chris Steak House,(212) 245-9600,10019,NY,New York,148 W 51st Street,0,0,0
1128,Brooklyn Diner USA,(212) 977-1957,10019,NY,New York,212 West 57th Street,1,1,0
1129,Absolute Bagels,(212) 932-2052,10025,NY,New York,2788 Broadway,0,1,0
1130,Tick Tock Diner,(212) 268-8444,10001,NY,New York,481 8th Avenue,1,1,0
1131,Bukhara Grill,(212) 888-2839,10017,NY,New York,217 E 49th Street,1,1,1
1132,BONDST,(212) 777-2500,10012,NY,New York,6 Bond Street,0,0,0
1133,Chelsea Pizza 23,(212) 206-0999,10011,NY,New York,268 West 23rd Street,1,1,0
1134,Maya,(212) 585-1818,10062,NY,New York,1191 1st Avenue,0,0,0
1135,Nerai,(212) 759-5554,10022,NY,New York,55 E 54th Street,0,1,1
1136,Shun Lee,(212) 595-8895,10023,NY,New York,43 W 65th Street,1,1,0
1137,Mamoun's Falafel,(212) 387-7747,10003,NY,New York,22 Saint Marks Place,0,1,1
1138,Market Table,(212) 255-2100,10014,NY,New York,54 Carmine Street,0,0,0
1139,Talia's Steakhouse,(212) 580-3770,10025,NY,New York,668 Amsterdam Avenue,1,1,1
1140,Waldy's Wood Fired Pizza & Penne,(212) 213-5042,10001,NY,New York,800 Sixth Avenue,1,1,0
1141,Mokbar,(646) 964-5963,10011,NY,New York,Chelsea Market,0,1,0
1142,Death & Co.,(212) 388-0882,10009,NY,New York,433 East 6th Street,0,0,0
1143,Spring Street Natural,(212) 966-0290,10012,NY,New York,62 Spring Street,1,1,1
1144,Cabana,(718) 263-3600,11375,NY,New York,107-10 70th Road,1,1,1
1145,Resto,(212) 685-5585,10016,NY,New York,111 East 29th Street,0,1,0
1146,O'Lunney's Times Square Pub,(212) 840-6688,10036,NY,New York,145 W 45th Street,0,1,0
1147,Bill's Bar & Burger,(212) 414-3003,10014,NY,New York,22 9th Avenue,1,1,0
1148,Pylos,(212) 473-0220,10009,NY,New York,128 E 7th Street,0,1,0
1149,Boulud Sud,(212) 595-1313,10023,NY,New York,20 W 64th Street,0,0,1
1150,Fanelli's Cafe,(212) 226-9412,10012,NY,New York,94 Prince Street,0,1,0
1151,Wolfgang's Steakhouse,(212) 889-3369,10016,NY,New York,4 Park Avenue,0,1,0
1152,Employees Only,(212) 242-3021,10014,NY,New York,510 Hudson Street,0,0,0
1153,The Capital Grille,(212) 953-2000,10017,NY,New York,Time-Life Buildiing,0,0,0
1154,Barrio Chino,(212) 228-6710,10002,NY,New York,253 Broome Street,0,1,0
1155,Tertulia,(646) 559-9909,10014,NY,New York,359 6th Avenue,0,0,1
1156,Via Vai,(347) 612-4334,11105,NY,New York,31-09 23rd Avenue,1,1,1
1157,City Lobster & Steak,(212) 354-1717,10020,NY,New York,121 W 49th Street,0,0,0
1158,Spice,(212) 982-3758 (212) 982-3759,10003,NY,New York,39 E13th Street,1,1,0
1159,Cho Dang Gol,(212) 695-8222,10001,NY,New York,55 W 35th Street,1,1,0
1160,Haveli Banjara,(212) 982-0533 (212) 477-5956,10003,NY,New York,100 2nd Avenue,1,1,1
1161,Nick's Pizza,(718) 263-1126,11375,NY,New York,10826 Ascan Avenue,0,0,0
1162,Bali Nusa Indah,(212) 265-2200,10036,NY,New York,651 9th Avenue,1,1,0
1163,Zucker's Bagels & Smoked Fish,(212) 608-5844,10007,NY,New York,146 Chambers Street,1,1,0
1164,Juliana's Pizza,(718) 596-6700,11201,NY,Brooklyn,19 Old Fulton Street,0,1,0
1165,Landmarc,(212) 343-3883,10013,NY,New York,179 W Broadway,1,1,1
1166,BCD Tofu House,(212) 967-1900,10001,NY,New York,5 W 32nd Street,0,1,0
1167,Chavela's,(718) 622-3100,11238,NY,Brooklyn,736 Franklin Avenue,1,1,1
1168,Vezzo,(212) 839-8300,10016,NY,New York,178 Lexington Avenue,1,1,1
1169,Spot Dessert Bar,(212) 673-6745,10003,NY,New York,13 St. Marks Place,1,1,1
1170,The Kati Roll Company,(212) 730-6740,10018,NY,New York,49 W 39th Street,1,1,0
1171,Miss Lily's,(646) 588-5375,10012,NY,New York,132 W Houston Street,1,1,1
1172,The Counter,(212) 997-6801,10036,NY,New York,7 Times Square Between 41st Street & Broadway,1,1,0
1173,China Grill,(212) 333-7788,10019,NY,New York,60 West 53rd Street,0,1,1
1174,Ben's Best Kosher Delicatessen,(718) 897-1700,11374,NY,New York,96-40 Queens Boulevard,1,1,0
1175,BLT Steak,(212) 752-7470,10022,NY,New York,106 E 57th Street,0,1,0
1176,Num Pang Sandwich Shop,(212) 255-3271,10003,NY,New York,28 E 12th Street,1,1,0
1177,L'Express,(212) 254-5858,10003,NY,New York,249 Park Avenue South,1,1,0
1178,The Farm on Adderley,(718) 287-3101,11218,NY,Brooklyn,1108 Cortelyou Road,0,1,1
1179,Five Guys Burgers and Fries,(212) 459-9600,10019,NY,New York,43 W 55th Street,1,0,0
1180,Haru,(212) 398-9810,10036,NY,New York,229 W 43rd Street Suite 221,1,1,0
1181,Bond 45,(212) 869-4545,10036,NY,New York,154 W 45th Street,0,1,0
1182,Cafe Un Deux Trois,(212) 354-4148,10036,NY,New York,123 W 44th Street,0,1,0
1183,Flex Mussels,(212) 717-7772,10028,NY,New York,174 East 82nd Street,0,1,1
1184,Bohemian Hall and Beer Garden,(718) 274-4925,11102,NY,Queens,29-19 24th Avenue,0,0,1
1185,Bonnie's Grill,(718) 369-9527,11215,NY,Brooklyn,278 5th Avenue,1,1,0
1186,Cavo,(718) 721-1001,11103,NY,New York,42-18 31st Avenue,0,1,1
1187,Gemma,(212) 505-7300,10003,NY,New York,The Bowery Hotel,0,1,1
1188,The Smoke Joint,(718) 797-1011,11217,NY,Brooklyn,87 South Elliott Place,1,1,1
1189,Nan Xiang Xiao Long Bao,(718) 321-3838,11354,NY,Queens,38-12 Prince Street,1,1,0
1190,Barbounia,(212) 995-0242,10003,NY,New York,250 Park Avenue South,0,1,0
1191,Bouchon Bakery & Cafe,(212) 782-3890,10020,NY,New York,1 Rockefeller Plaza,0,1,1
1192,Cosme,(212) 913-9659,10010,NY,New York,35 East  21st Street,0,1,0
1193,Schmackary's,(646) 801-9866,10036,NY,New York,362 W 45th Street,1,1,1
1194,Perry Street,(212) 352-1900,10014,NY,New York,176 Perry Street,0,0,0
1195,Hell's Kitchen,(212) 977-1588,10019,NY,New York,754 9th Avenue,0,0,0
1196,The Malt House,(212) 228-7713,10012,NY,New York,206 Thompson Street,0,1,1
1197,Hangawi,(212) 213-0077,10016,NY,New York,12 E 32nd Street,0,1,0
1198,Community Food & Juice,(212) 665-2800,10025,NY,New York,2893 Broadway,0,1,1
1199,Match 65,(212) 737-4400,10065,NY,New York,29 E 65th Street,1,1,1
1200,Patsy's Pizzeria,(212) 534-9783,10035,NY,New York,2287-91 1st Avenue,1,1,0
1201,David Burke Kitchen,(212) 201-9119,10013,NY,New York,23 Grand Street,0,0,1
1202,Da Nico,(212) 343-1212,10013,NY,New York,164 Mulberry Street,1,1,1
1203,Ceci Italian Restaurant,(212) 307-5484,10036,NY,New York,46 W 46th Street,1,1,0
1204,Murray's Cheese,(212) 243-3289,10014,NY,New York,254 Bleecker Street,1,1,0
1205,Hatsuhana,(212) 355-3345,10017,NY,New York,17 E 48th Street,1,1,0
1206,Flaming Kitchen,(212) 925-8083,10002,NY,New York,97 Bowery,1,1,0
1207,La Masseria,(212) 582-2111,10036,NY,New York,235 W 48th Street,0,0,1
1208,Tortilleria Nixtamal,(718) 699-2434,11368,NY,Queens,104-05 47th Avenue,1,1,1
1209,Guantanamera,(212) 262-5354,10019,NY,New York,939 8th Avenue,1,1,0
1210,John Dory Oyster Bar,(212) 792-9000,10001,NY,New York,1196 Broadway,0,0,1
1211,Sushi Dojo,(646) 692-9398,10009,NY,New York,110 1st Avenue,0,0,0
1212,Blind Tiger,(212) 462-4682,10014,NY,New York,281 Bleecker Street,0,1,0
1213,Almond,(212) 228-7557,10010,NY,New York,12 E 22nd Street,0,1,1
1214,Macondo,(212) 473-9900,10002,NY,New York,157 E Houston Street,0,0,0
1215,Arturo's,(212) 677-3820,10012,NY,New York,106 W Houston Street,1,1,1
1216,Tanoreen,(718) 748-5600,11220,NY,Brooklyn,7523 3rd Avenue,0,1,1
1217,Marlow & Sons,(718) 384-1441,11211,NY,Brooklyn,81 Broadway,0,1,1
1218,BLT Prime,(212) 995-8500,10010,NY,New York,111 E 22nd Street,0,0,1
1219,Burke & Wills,(646) 823-9251,10024,NY,New York,226 W 79th Street,0,0,0
1220,Noodle Pudding,(718) 625-3737,11201,NY,Brooklyn,38 Henry Street,0,1,0
1221,Pasticceria Rocco,(212) 242-6031,10014,NY,New York,243 Bleecker Street,0,0,0
1222,Hillstone,(212) 888-3828,10022,NY,New York,153 E 53rd Street,0,0,0
1223,Ladurée,(646) 392-7868,10012,NY,New York,398 W Broadway,1,1,1
1224,Vynl,(212) 974-2003,10019,NY,New York,756 9th Avenue,1,1,1
1225,Melba's,(212) 864-7777,10026,NY,New York,300 W 114th Street,0,1,0
1226,Coffee Shop,(212) 645-1803,10003,NY,New York,29 Union Square West,1,1,1
1227,Gato,(212) 334-6400,10012,NY,New York,324 Lafayette Street,0,0,0
1228,Celeste,(212) 874-4559,10024,NY,New York,502 Amsterdam Avenue,0,1,1
1229,Il Cortile,(212) 226-6060,10013,NY,New York,125 Mulberry Street,0,1,1
1230,Kitchenette Uptown,(212) 531-7600,10027,NY,New York City,1272 Amsterdam Avenue,1,1,0
1231,Da Gennaro,(212) 431-3934,10013,NY,New York,129 Mulberry Street,0,1,1
1232,Joe's Shanghai,(212) 333-3868,10019,NY,New York,24 W 56th Street,1,1,0
1233,Caliente Cab Co.,(212) 243-8517,10014,NY,New York,61 7th Avenue,0,0,1
1234,Havana Alma de Cuba,(212) 242-3800,10014,NY,New York,94 Christopher Street,1,1,0
1235,Le Pain Quotidien,(212) 327-4900,10028,NY,New York,1131 Madison Avenue,0,0,0
1236,Hop Kee,(212) 964-8365,10013,NY,New York,21 Mott Street,0,1,0
1237,Tom's Restaurant,(718) 636-9738,11238,NY,Brooklyn,782 Washington Avenue,1,1,0
1238,Angelo's Pizza,(212) 245-8811,10019,NY,New York,1697 Broadway,0,1,0
1239,Blend on the Water,(718) 606-9851,11109,NY,New York City,4540 Center Boulevard,0,0,1
1240,Lindy's,(212) 767-8343,10019,NY,New York,825 7th Avenue,0,1,1
1241,Gallaghers Steak House,(212) 586-5000,10019,NY,New York,228 W 52nd Street,0,0,0
1242,Koi,(212) 921-3330,10018,NY,New York,40 West 40th Street,0,0,0
1243,Maison Premiere,(347) 335-0446,11211,NY,Brooklyn,298 Bedford Avenue,0,0,1
1244,Pisticci,(212) 932-3500,10027,NY,New York,125 La Salle Street,1,0,1
1245,Magnolia Bakery,(212) 682-3588,10017,NY,Midtown East,Grand Central Terminal,0,1,0
1246,Gyu-Kaku,(212) 475-2989,10003,NY,New York,34 Cooper Square,0,1,0
1247,Bryant Park Grill,(212) 840-6500,10018,NY,New York,Bryant Park,0,0,1
1248,Cowgirl,(212) 633-1133,10014,NY,New York,519 Hudson Street,1,1,1
1249,Obao,(212) 245-8880,10036,NY,New York,647 9th Avenue,1,1,0
1250,Chip Shop,(718) 855-7775,11201,NY,Brooklyn,129 Atlantic Avenue,1,1,0
1251,Azalea,(212) 262-0105,10019,NY,New York,224 W 51st Street,0,1,1
1252,Sapporo Restaurant,(212) 869-8972,10019,NY,New York,Times Square,0,0,0
1253,Lil' Frankie's,(212) 420-4900,10003,NY,New York,19 1st Avenue,1,1,1
1254,Jacob's Pickles,(212) 470-5566,10024,NY,New York,509 Amsterdam Avenue,0,1,1
1255,Amor Cubano,(212) 996-1220,10029,NY,New York,2018 3rd Avenue,1,1,0
1256,Salumeria Rosi Parmacotto,(212) 877-4800,10023,NY,New York,283 Amsterdam Avenue,0,1,1
1257,Traif,(347) 844-9578,11211,NY,Brooklyn,229 S 4th Street,0,1,1
1258,Xi'an Famous Foods,(212) 786-2068,10003,NY,New York,81 Saint Marks Place,0,1,0
1259,Bocca di Bacco,(212) 265-8828,10019,NY,New York,828 9th Avenue,0,1,0
1260,Beard Papa's,(212) 799-3770,10024,NY,New York,2167 Broadway,0,1,0
1261,Chef's Club By Food and Wine,(212) 941-1100,10012,NY,New York,275 Mulberry Street,0,0,0
1262,Jacques Torres Chocolate,(718) 875-9772,11201,NY,Brooklyn,66 Water Street,0,0,0
1263,Tasty Hand-Pulled Noodles,(212) 791-1817,10013,NY,New York,1 Doyers Street,1,1,0
1264,Zum Schneider,(212) 598-1098,10009,NY,New York,107 Avenue C,0,1,1
1265,Essex,(212) 533-9616,10002,NY,New York,120 Essex Street,0,0,0
1266,Dos Toros Taqueria,(212) 677-7300,10003,NY,New York,137 4th Avenue,0,1,0
1267,Vinegar Hill House,(718) 522-1018,11201,NY,Brooklyn,72 Hudson Avenue,0,0,1
1268,Epistrophy,(212) 966-0904,10012,NY,New York,200 Mott Street,1,1,1
1269,Parm,(212) 993-7189,10012,NY,New York,248 Mulberry Street,1,1,0
1270,Carbone Ristorante Italiano,(212) 290-2625,10018,NY,New York,331 West 38th Street,0,0,0
1271,The National,(212) 715-2400,10022,NY,New York,The Benjamin,0,0,0
1272,La Grenouille,(212) 752-1495,10022,NY,New York,3 E 52nd Street,0,1,0
1273,Il Mulino,(212) 673-3783,10012,NY,New York,86 West 3rd Street,0,0,0
1274,The Redhead,(212) 533-6212,10003,NY,New York,349 E 13th Street,0,1,0
1275,Tessa,(212) 390-1974,10024,NY,New York,349 Amsterdam Avenue,0,1,1
1276,Petrossian Restaurant,(212) 245-2214,10019,NY,New York,182 W 58th Street,0,0,0
1277,Superfine,(718) 243-9005,11201,NY,Brooklyn,126 Front Street,0,0,0
1278,Francisco's Centro Vasco,(212) 645-6224,10011,NY,New York,159 West 23rd Street,0,1,0
1279,Spiegel,(212) 228-2894,10009,NY,New York,26 1st Avenue,0,1,1
1280,Sprinkles Cupcakes,(212) 207-8375,10065,NY,New York,780 Lexington Avenue,1,1,0
1281,Clover Club,(718) 855-7939,11201,NY,Brooklyn,210 Smith Street,0,1,0
1282,Porter House New York,(212) 823-9500,10019,NY,New York,Time Warner Center,0,1,0
1283,Danji,(212) 586-2880,10019,NY,New York,346 W 52nd Street,1,1,0
1284,Pete's Tavern,(212) 473-7676,10003,NY,New York,129 East 18th Street,1,1,1
1285,P.J. Clarke's,(212) 317-1616,10022,NY,New York,915 3rd Avenue,1,1,0
1286,Lattanzi Ristorante,(212) 315-0980,10036,NY,New York,361 West 46th Street,0,0,1
1287,Benoit,(646) 943-7373,10019,NY,New York,60 W 55th Street,0,1,1
1288,Esperanto,(212) 505-6559,10009,NY,New York,145 Avenue C,0,0,1
1289,Sushi Azabu,(212) 274-0428,10013,NY,New York,428 Greenwich Street,1,1,0
1290,Ayza Wine & Chocolate Bar,(212) 365-2992,10014,NY,New York,1 7th Avenue S,0,1,1
1291,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th Street,0,0,0
1292,Fisheye Bar & Grill,(718) 451-3474,11234,NY,Brooklyn,5913 Foster Avenue,0,1,0
1293,Takashi,(212) 414-2929,10014,NY,New York,456 Hudson Street,0,1,0
1294,Queen of Sheba,(212) 397-0610,10036,NY,New York,650 10th Avenue,1,1,0
1295,El Paso Restaurante Mexicano,(212) 831-9831,10029,NY,New York,1643 Lexington Avenue,1,1,0
1296,Johny's Grill & Luncheonette,(212) 243-6230,10001,NY,New York,124 W 25th Street,1,1,0
1297,Awash,(212) 961-1416,10025,NY,New York,947 Amsterdam Avenue,1,1,0
1298,A Voce,(212) 823-2523,10019,NY,New York,Time Warner Center,0,0,0
1299,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th Street,0,1,0
1300,Amici II,(212) 334-3869,10013,NY,New York,165 Mulberry Street,0,1,0
1301,Motorino Pizza,(718) 599-8899,11211,NY,Brooklyn,139 Broadway,1,1,1
1302,Agave,(212) 989-2100,10014,NY,New York,140 7th Avenue S,1,1,1
1303,Flor de Mayo,(212) 595-2525 (212) 663-5520,10025,NY,New York,2651 Broadway,1,1,0
1304,Hakkasan,(212) 776-1818,10036,NY,New York,311 W 43rd Street,0,0,0
1305,Aldea,(212) 675-7223,10011,NY,New York,31 West 17th Street,0,1,0
1306,Peaches,(718) 942-4162,11233,NY,Brooklyn,393 Lewis Avenue,0,1,1
1307,Dough,(347) 533-7544,11205,NY,Brooklyn,448 Lafayette Avenue,1,1,0
1308,Riverpark,(212) 729-9790,10016,NY,New York,450 East 29th Street,0,0,1
1309,Ulysses' Folk House,(212) 482-0400,10004,NY,New York,95 Pearl Street,0,0,1
1310,Dough,(212) 243-6844,10011,NY,New York,14 West 19th Street,1,1,0
1311,Tiffin Wallah,(212) 685-7301,10016,NY,New York,127 E 28th Street,1,1,0
1312,Emporio,(212) 966-1234,10012,NY,New York,231 Mott Street,1,1,0
1313,Nobu Next Door,(212) 334-4445,10013,NY,New York,105 Hudson Street,0,0,0
1314,Rachel's Taqueria,(718) 788-1137,11215,NY,Brooklyn,408 5th Avenue,1,1,0
1315,Kailash Parbat,(212) 679-4238,10016,NY,New York,99 Lexington Avenue,1,1,0
1316,Woorijip,(212) 244-1115,10001,NY,New York,12 W 32nd Street,0,1,0
1317,Beso,(718) 816-8162,10301,NY,Staten Island,11 Schuyler Street,0,1,0
1318,Gazala's Place,(212) 245-0709,10019,NY,New York,709 9th Avenue,1,1,0
1319,Bite of Hong Kong,(212) 219-8868,10002,NY,New York,81 Chrystie Street,1,1,0
1320,Posto,(212) 716-1200,10003,NY,New York,310 2nd Avenue,1,1,1
1321,Los Tacos No. 1,(212) 256-0343,10011,NY,New York,Chelsea Market,0,0,0
1322,Trattoria L'Incontro,(718) 721-3532,11105,NY,Queens,21-76 31st Street,0,1,0
1323,Balzem,(646) 837-7033,10012,NY,New York,202 Mott Street,1,1,1
1324,Petite Abeille,(212) 727-2989,10011,NY,New York,44 W 17th Street,1,1,1
1325,Pok Pok NY,(718) 923-9322,11231,NY,Brooklyn,117 Columbia Street,0,1,1
1326,Sushi Nakazawa,(212) 924-2212,10014,NY,New York,23 Commerce Street,0,0,0
1327,Giano,(212) 673-7200,10009,NY,New York,126 East 7th Street,0,1,1
1328,Tomoe Sushi,(212) 777-9346,10012,NY,New York,172 Thompson Street,0,1,0
1329,Ginger Man,(212) 532-3740,10016,NY,New York,11 E 36th Street,0,1,0
1330,Pepolino Ristorante,(212) 966-9983,10013,NY,New York,281 W Broadway,0,1,1
1331,Junior's Restaurant,(212) 983-5257,10017,NY,New York City,Grand Central Terminal,1,1,1
1332,Ricardo Steak House,(212) 289-5895,10029,NY,New York,2145 2nd Avenue,0,1,1
1333,The Red Hook Lobster Pound,(646) 326-7650,11231,NY,Brooklyn,284 Van Brunt Street,1,1,0
1334,Print - Ink48 Hotel,(212) 757-2224,10036,NY,New York,Ink48 Hotel,0,0,0
1335,Papillon Bistro & Bar,(212) 754-9006,10022,NY,New York,22 E 54th Street,0,1,1
1336,Jackson Diner,(718) 672-1232,11372,NY,New York,37-47 74th Street,1,1,0
1337,Flatbush Farm,(718) 622-3276,11217,NY,Brooklyn,76 Saint Marks Avenue,0,0,1
1338,Dafni Greek Taverna,(212) 315-1010,10036,NY,New York,325 West 42nd Street,1,1,0
1339,Ora di Pasta,(646) 755-3013,10019,NY,New York,1 West 59th Street,1,1,0
1340,Northern Spy Food Co.,(212) 228-5100,10009,NY,New York,511 East 12th Street,1,1,0
1341,Fornino,(718) 384-6004,11211,NY,Brooklyn,187 Bedford Avenue,1,1,1
1342,Fred's,(212) 579-3076,10024,NY,New York,476 Amsterdam Avenue,1,1,1
1343,Oceana,(212) 759-5941,10020,NY,New York,120 West 49th Street,0,0,1
1344,The Park,(212) 352-3313,10011,NY,New York,118 10th Avenue,0,0,0
1345,Lido,(646) 490-8575,10026,NY,New York,2168 Frederick Douglass Boulevard,1,1,1
1346,Benihana,(212) 581-0930,10019,NY,New York,47 W 56th Street,1,1,1
1347,Sushi of Gari 46,(212) 957-0046,10036,NY,New York,347 W 46th Street,0,1,0
1348,By Chloe,(212) 290-8000,10012,NY,New York,185 Bleecker Street,0,1,1
1349,Cotta Osteria & Wine Bar,(212) 873-8500,10024,NY,New York,513 Columbus Avenue Between 84th & 85th Street,1,1,1
1350,Bangkok Cuisine,(212) 988-1112,10028,NY,New York,1586 2nd Avenue,1,1,0
1351,Culture Espresso,(212) 302-0200,10018,NY,New York,72 W 38th Street,0,1,0
1352,Ben Ash Delicatessen,(212) 265-1818,10019,NY,New York,857 7th Avenue,0,1,0
1353,Choice Market,(718) 230-5234,11238,NY,Brooklyn,318 Lafayette Avenue,1,1,0
1354,Ipanema,(212) 730-5848,10036,NY,New York,43 W 46th Street,0,1,0
1355,St Andrews Restaurant & Bar,(212) 840-8413,10036,NY,New York,140 W 46th Street,0,1,0
1356,Bann,(212) 582-4446,10019,NY,New York,350 W 50th Street,0,0,0
1357,French Roast,(212) 799-1533,10024,NY,New York,2340 Broadway,0,0,1
1358,Friedman's Lunch,(212) 929-7100,10011,NY,New York,Chelsea Market,1,1,0
